Shuffle_1_pred_train,Shuffle_1_train,Shuffle_2_pred_train,Shuffle_2_train,Shuffle_3_pred_train,Shuffle_3_train,Shuffle_4_pred_train,Shuffle_4_train,Shuffle_5_pred_train,Shuffle_5_train,Shuffle_6_pred_train,Shuffle_6_train,Shuffle_7_pred_train,Shuffle_7_train,Shuffle_8_pred_train,Shuffle_8_train,Shuffle_9_pred_train,Shuffle_9_train,Shuffle_10_pred_train,Shuffle_10_train,Shuffle_11_pred_train,Shuffle_11_train,Shuffle_12_pred_train,Shuffle_12_train,Shuffle_13_pred_train,Shuffle_13_train,Shuffle_14_pred_train,Shuffle_14_train,Shuffle_15_pred_train,Shuffle_15_train,Shuffle_16_pred_train,Shuffle_16_train,Shuffle_17_pred_train,Shuffle_17_train,Shuffle_18_pred_train,Shuffle_18_train,Shuffle_19_pred_train,Shuffle_19_train,Shuffle_20_pred_train,Shuffle_20_train,Shuffle_21_pred_train,Shuffle_21_train,Shuffle_22_pred_train,Shuffle_22_train,Shuffle_23_pred_train,Shuffle_23_train,Shuffle_24_pred_train,Shuffle_24_train,Shuffle_25_pred_train,Shuffle_25_train,Shuffle_26_pred_train,Shuffle_26_train,Shuffle_27_pred_train,Shuffle_27_train,Shuffle_28_pred_train,Shuffle_28_train,Shuffle_29_pred_train,Shuffle_29_train,Shuffle_30_pred_train,Shuffle_30_train,Shuffle_31_pred_train,Shuffle_31_train,Shuffle_32_pred_train,Shuffle_32_train,Shuffle_33_pred_train,Shuffle_33_train,Shuffle_34_pred_train,Shuffle_34_train,Shuffle_35_pred_train,Shuffle_35_train,Shuffle_36_pred_train,Shuffle_36_train,Shuffle_37_pred_train,Shuffle_37_train,Shuffle_38_pred_train,Shuffle_38_train,Shuffle_39_pred_train,Shuffle_39_train,Shuffle_40_pred_train,Shuffle_40_train,Shuffle_41_pred_train,Shuffle_41_train,Shuffle_42_pred_train,Shuffle_42_train,Shuffle_43_pred_train,Shuffle_43_train,Shuffle_44_pred_train,Shuffle_44_train,Shuffle_45_pred_train,Shuffle_45_train,Shuffle_46_pred_train,Shuffle_46_train,Shuffle_47_pred_train,Shuffle_47_train,Shuffle_48_pred_train,Shuffle_48_train,Shuffle_49_pred_train,Shuffle_49_train,Shuffle_50_pred_train,Shuffle_50_train
25.163177,25.6481468248251,24.839745,25.2341597796143,23.897753,27.4713311075628,24.278597,22.9137498398376,23.560114,23.2041847520963,23.946787,22.7357685782477,25.504017,24.528096061004,22.054085,22.0215695014133,23.278887,22.3381534260005,21.657835,21.791197557972,22.71926,22.3338288065102,23.08925,20.6396573816875,25.343746,27.5127389624158,21.10023,21.0271523729456,23.032509,21.9017094017094,24.595604,24.9679494517067,21.437815,20.6012331259406,21.54033,20.4144446328855,27.31609,27.3765432098765,24.8435,27.1081863071713,20.208714,20.2792642924419,23.40214,23.075025908801,25.714378,27.2392244832559,29.184877,29.5370214201383,18.855097,18.3558792924037,24.884716,28.8260116269944,23.381073,23.151259033226,37.11021,39.3629720208461,38.65173,41.5794306703398,28.372253,28.8505304436119,22.12589,19.9956952147711,23.88123,23.0029615805915,22.588154,21.3868760064412,26.40503,26.7280045832199,18.31215,18.0330900157613,25.302448,26.0113446669269,24.977076,24.9885438000916,27.102325,26.55737598731,21.535788,21.2019460821369,28.125448,28.4149013878744,22.164635,21.1206270866599,28.593925,26.7280045832199,27.637774,29.6107612260609,27.093744,27.1893209761276,24.905037,24.9885438000916,30.53055,31.3134833275251,22.967398,21.725765370979,25.2287,25.3160756397939,30.550743,30.7862356792694,23.81688,23.7889273356401
29.365412,30.1130171357499,22.332483,22.1077047000708,23.84093,24.613332486423,22.833616,22.7286570774706,23.700844,23.2026964036,24.461681,25.4659129279265,31.270998,32.4775158788005,22.691668,22.561705658011,22.741135,18.3263173174626,26.93152,28.2750887169653,24.507895,25.1562249639481,26.482573,29.006672082219,23.762022,26.7423247610923,27.43285,27.7689874675797,25.029984,24.7361949154966,21.3839,20.7753288299721,21.855888,21.0271523729456,23.630905,23.3815994653598,27.055279,27.018371327918,22.90382,22.4767236705416,23.877485,23.3763466879892,23.398771,25.0508350082779,27.226128,27.018371327918,24.592701,24.2349717587644,27.676092,28.5053574739096,24.386189,18.3007125817578,27.23997,27.3799936976997,23.400095,23.5285879345961,24.41567,23.0055658627087,18.906193,17.0096248147908,21.787188,21.3377044878876,27.28953,26.1275728401588,26.177717,26.2458429283968,19.768904,19.6369208016546,19.763062,19.6142466118841,24.442173,23.9196675900277,22.661404,22.7140561952886,30.01465,30.5891477062648,25.091711,29.2786451992533,25.3734,25.2627762111686,22.084154,20.4830717111354,24.752625,24.2687971379675,26.480244,27.8655912089121,37.304287,41.5794306703398,18.784708,18.5554593699424,26.168518,26.326309920596,24.9451,24.5667659415977,20.572506,20.5376618226113,22.542168,22.2248512709573,28.173685,28.1726354453627
20.784418,20.3296340335579,25.880924,25.9928947446984,24.369549,24.3322571625456,26.154846,27.1703291128967,26.06815,26.1107837911137,26.324675,26.3685492232782,30.212498,33.0317465041565,20.681105,20.7098768149759,22.173151,23.4250822535174,24.833345,23.7197073616827,22.454283,22.3544781535782,24.856174,25.0435949333063,23.889254,24.2568725219458,40.677578,40.8249211656695,28.673885,29.5015414669882,20.280996,20.3066282318138,24.594885,23.9843337828654,24.102028,24.255930259721,20.053535,19.7300277322998,23.684086,25.2638922339692,23.127626,23.151259033226,22.244452,21.6477392627803,30.38664,32.5379201324852,22.217087,22.3431952662722,26.127544,26.3244814374422,22.870152,22.041122985633,23.18174,22.6456905645486,24.124012,24.6249457048348,21.998009,21.0546875,26.320148,25.2973523550734,24.562216,23.3499969564159,23.047087,22.3544781535782,22.160877,21.7172232146522,22.245358,21.955230661101,24.82794,24.5065965922421,25.608854,26.1051247593751,23.702364,23.7197073616827,35.510574,36.30660250219,24.666742,27.0799141522535,35.27794,36.2692198466469,23.929966,23.4829424018613,23.94616,23.0639117468729,25.635853,25.1044450299221,25.951075,26.7423247610923,23.445835,23.0029615805915,23.725027,23.6328125,27.418514,28.1571119524067,29.066376,29.3402525765713,41.98018,42.6560853121706,27.630562,27.7447483154974
26.310465,26.1760788059092,26.606478,26.3821294772592,26.420906,30.0311514234333,27.73499,24.4018031945204,21.499456,21.6505400494523,25.532278,25.1174298110366,25.218191,26.1810457289398,31.088194,31.2545190769188,26.306675,26.4685078682021,34.813915,39.823607391175,32.203644,32.8767648496583,25.076147,25.5536332179931,23.056015,23.8694367397785,24.776028,24.7629313484144,27.8348,28.5655501634564,32.374016,32.4775158788005,27.091404,26.9469387642381,22.77294,22.1464681949936,28.524359,29.2418620340698,25.179586,27.500382614019,27.629263,27.6378985265477,29.619904,34.1151264186683,36.31319,40.117769588207,26.88807,26.7694112458909,43.02334,44.9674256651819,28.042923,31.5356401249782,32.032593,32.1055920645519,29.392855,31.3134833275251,23.631525,23.6703388980586,26.53981,27.5136042150458,24.071524,23.6563074942613,24.200819,24.0098783499497,25.76737,26.7423247610923,25.86213,25.5217210453697,23.193186,22.9897059719285,24.320362,24.3464237211408,27.445015,27.3314020551383,24.9048,24.9679363127898,22.390978,23.219825488045,19.186457,19.0233404985916,25.86116,25.4771940186314,19.715525,19.6142466118841,27.156446,27.5071494353158,36.31846,37.2684927568031,26.629286,26.7777777777778,26.821,27.3785293102604,38.295486,39.5783360686782,24.409462,24.1845478984094,23.224909,23.3916140383684,28.996147,29.2195309496348
18.895208,17.5214945029666,28.462996,29.095619901264,25.000366,25.795847750865,36.031,38.1699042430383,26.13378,25.9928947446984,22.255445,22.2772268488951,26.312416,26.4685078682021,26.381773,26.4175641101922,25.341093,24.5065965922421,24.774881,25.1485020661157,23.505865,22.1263799455337,24.308012,24.2638760644301,23.39297,23.7659829172817,26.80674,26.8309525841668,21.706518,21.5664872595882,25.292309,25.1562249639481,28.74541,29.7438182223212,20.149307,19.7597619393236,26.014553,26.5528291986617,24.539846,25.4771940186314,28.099188,28.4132058060738,25.07559,27.4007749636576,24.522663,22.2066175720365,23.795683,23.9196675900277,20.59198,20.8013509634153,24.892117,27.0012374344275,23.859753,23.8746933141078,29.900948,29.4398530762167,24.277613,24.519890260631,26.40747,27.3366743146963,24.406729,23.1914982491071,29.964325,31.3134833275251,33.18276,34.6044563239819,21.596516,21.4939101192096,26.6774,26.6439069800854,32.931507,33.7339084505436,23.363955,23.3499969564159,24.607569,24.25017945757,28.109268,29.6551363656244,23.088303,21.9421897932247,31.800049,34.2186736190321,26.037903,29.5943783337881,23.77549,23.9301499011161,27.253622,26.4685078682021,27.044203,27.1800208116545,27.4299,27.4643317154003,26.96227,27.765557338302,22.60786,22.3032991753846,22.175665,22.2772268488951,21.75833,21.5521160569374
22.43181,21.8907178783722,29.03631,29.4525975321623,27.54696,19.4810850123991,24.687536,24.0511826819716,19.96971,19.5726979075808,20.871613,21.207084496686,26.979687,26.5523138962612,22.109081,22.2066175720365,21.621021,20.3731104422632,22.370384,21.568095316015,27.738752,28.3564013840831,26.879244,28.6501377410468,21.454647,20.5291861584207,23.788084,23.5722784057109,22.434898,21.2584947438168,21.281902,21.157018372616,32.159317,33.4518686079614,26.528296,25.7093425605536,22.074661,21.8722383537432,22.525578,21.0271523729456,24.225983,24.3190559334086,23.980629,26.1810457289398,23.187891,23.8746933141078,25.380209,25.2692277420219,27.407862,27.9558838117397,24.928843,26.5873522818718,23.712639,23.7659829172817,20.734749,19.9956952147711,25.591286,26.9531961391368,28.523436,31.092456319396,21.909037,22.2502087372754,29.088179,30.1591567380334,26.72264,27.2580202069534,22.288773,22.0936639118457,24.74969,24.9317001130415,24.991207,25.2865478090703,31.653595,31.7244276412518,22.551645,22.2857012662266,22.669178,23.6447041055366,29.88704,30.6336591608962,23.679773,20.5593186294769,22.850597,24.1689650166933,23.567421,22.4180894434221,29.747406,30.7180650037793,26.759064,26.5984029122128,25.989439,25.7699528069865,22.240292,21.955230661101,31.089483,31.2545190769188,26.413158,26.2335558041742,21.386126,21.207084496686
24.848076,23.8694367397785,21.378258,21.0636870025221,24.189293,21.157018372616,27.122322,30.2764378233836,27.497044,27.7689874675797,29.201342,28.6445410378032,22.81529,22.8772038115813,33.07134,33.1168714065326,29.547222,29.1762190230728,22.537521,22.041122985633,22.040894,21.9524267039334,23.352283,23.151259033226,22.496433,23.5285879345961,23.78745,23.5923494508269,22.34044,21.8685121107266,26.188517,26.2335558041742,26.50066,27.4620844510024,20.08191,18.6179374081075,26.90074,27.6276444357957,25.55852,27.1893209761276,26.421522,26.8078050092204,21.738405,21.1656718746151,22.096153,19.2064429077416,25.173346,25.3483814777181,24.873142,23.7698371101784,23.77612,21.4217257467861,25.735773,25.9689184753289,26.273314,26.4882489669421,28.060986,28.8292546745427,34.88807,35.9976945908891,26.591766,26.8197892230664,25.914864,24.8567005339911,33.84513,36.1225165303427,26.744621,26.9819940876109,24.171148,23.9919416379231,23.15953,23.4250822535174,20.315578,20.0673633845379,22.877443,22.6033263569206,22.704302,23.0338363054412,29.876724,31.2939779722996,25.677713,26.0113446669269,21.803835,18.4737269648871,24.943079,26.0871522761371,24.365715,23.8411723632701,26.253557,26.7423247610923,22.163952,21.8920846125573,25.470572,24.4018031945204,23.940691,23.9043209876543,29.380367,29.5015414669882,22.484457,22.3301119960689
27.110426,28.3564013840831,26.205406,26.3821294772592,24.044031,21.0636870025221,30.866486,33.73046875,22.340364,21.845466876786,28.131165,26.7694112458909,20.123383,18.9935583768653,20.993362,21.1030888201107,27.832342,27.7366863905325,25.181227,25.5536332179931,20.403915,19.9295249622266,27.199114,28.7355854331529,25.7844,29.2195309496348,28.118729,28.3564013840831,34.06159,36.8750858510868,28.42846,28.8865764828304,27.915812,29.8780775908859,23.520374,23.2685859636952,24.374382,23.687687185036,23.97681,25.9503973953845,23.601185,23.5004624124719,26.984018,31.8530581150372,26.090326,23.0055658627087,22.607517,22.2248512709573,22.004587,21.1652253072371,24.125639,21.6236686390533,37.30473,37.9790968323621,23.62843,22.8819517374968,23.453907,24.312444675071,23.034986,23.2717431253968,25.723112,25.2010826108913,24.814734,25.2010826108913,23.410162,23.2004759071981,24.193022,24.0513192934733,26.14812,26.0213278923536,26.953413,26.9655620532814,21.383358,21.207084496686,19.242834,18.9935583768653,20.966795,20.1063475457337,29.823874,31.3759219239788,24.191349,23.6563074942613,25.397085,27.5983451879808,26.65279,26.0002846424372,25.97045,25.9879617054809,33.751957,34.2186736190321,24.23975,23.9590780237211,27.72527,28.61077846054,23.12797,23.219825488045,40.391426,41.0570035055632,22.835453,22.8085362640671
26.626732,26.3821294772592,27.064177,26.5523138962612,23.392698,22.6228621301881,23.979506,24.1682911281308,24.073723,24.2568754706157,24.80905,25.3160756397939,22.994568,22.5322846405468,23.145386,23.2270382613958,24.033552,23.3331436774566,24.762785,23.9043209876543,24.036963,24.0511826819716,26.210268,25.5841318000368,21.588577,21.1108959279111,28.824657,28.7408949011446,28.92222,30.1130171357499,24.115538,24.0513192934733,26.920723,26.7694112458909,31.9046,33.1168714065326,22.44126,22.2509784118167,25.986607,29.6319785233577,23.52031,23.4661027648024,25.710331,30.5617828485466,20.719809,17.2407104227931,19.878698,19.7355437142293,26.455713,27.6057182364576,23.702524,23.2270382613958,23.453209,23.7501578083575,41.162094,42.5396695231457,23.883034,23.3292450127518,27.889833,28.8937058843954,28.072052,30.4688217137081,37.715282,39.7772332368011,31.144474,31.8011702229912,23.765747,23.9396920868295,30.894354,30.9721407374075,23.3683,23.714055361462,22.876715,22.5898417956282,26.240015,26.365314459773,38.68051,45.4916719223333,23.159042,22.7635643927404,27.139069,28.8602227597121,23.94867,22.5175738932922,32.517563,32.7809301007694,29.786322,29.1861505370886,25.574308,25.5932365697702,26.013779,25.854108956602,30.4663,31.7221804825111,33.695663,33.2596549944667,25.184006,24.8952136289886,25.666576,25.3753291611094
31.07195,31.8011702229912,28.92054,29.2891167913152,24.267147,21.2694869834184,22.832842,22.4180894434221,25.321732,25.6071518060196,24.614899,25.6199084009201,23.592772,22.2857012662266,27.836695,27.7777777777778,23.457458,23.1604938130838,24.355717,24.0028948631731,27.894793,28.534197600989,24.534082,24.2643030380884,24.754185,25.4077464981771,20.903421,20.4830717111354,29.578474,31.0420903645105,28.805258,28.6445410378032,25.093008,25.1044450299221,25.140347,25.660270193517,20.800035,20.4720049014987,27.764555,41.1771686246588,34.903805,35.4528823614415,21.461603,19.106853684217,29.869287,32.2262876036982,27.16419,27.5983451879808,21.723341,21.2584947438168,23.983234,22.548230103988,24.686762,24.6706330986634,24.263597,24.519890260631,25.229197,24.6249457048348,23.87538,22.0936639118457,25.35434,26.3821294772592,28.024433,29.0359957336116,27.659008,28.61077846054,27.040668,26.7941766404373,25.004242,24.9741866269944,21.070253,20.7370942293562,42.22957,42.5396695231457,25.763943,25.8650887573964,22.879196,23.617594340979,32.053635,33.1777607499328,25.578554,26.365314459773,21.545906,20.7214399767746,21.514135,20.7214399767746,25.84876,25.3556081755954,23.632383,23.617594340979,29.448032,30.4688217137081,27.569689,27.500382614019,32.615902,33.1168714065326,24.754288,24.5667659415977,23.712294,23.6324498110697
